,,UCP Wirelist Comparison,,,,,,,,,,,
,,,,,,,,,,  = deleted from latest version,,,
Before Workbook:,S:\Legal Drawings\Drawings\H0390_SHELL PERDIDO AC 857 BGC\ELECTRICAL\Archive\A.3\H0390-UCPWiringList_A.3.xlsx,,,,,,,Run Date: 4/27/2026 02:03 PM,,  = added to latest version,,,
After Workbook:,S:\Legal Drawings\Drawings\H0390_SHELL PERDIDO AC 857 BGC\ELECTRICAL\Archive\A.4\H0390-UCPWiringList_A.4.xlsx,,,,,,,,,  = connection attribute changed,,,
,,,,,,,,,,,,,
From,,,,,,,To,,,"
Previous Field Values","
Updated
?","
Stamp",
Device ID,Location,"Cable (W)
 Conductor (SC)
Jumper Clip (JC)",Wire No.,Wire ID,Gauge/Size,"Page/
Zone",Device ID,Location,"Page/
Zone",,,,
AF0143:09,BOP PANEL,WC4104,L568N,BLK,16,92.C7,XT0140:33,BOP PANEL,92.C5,,,,
IEG0140:,BOP PANEL,WC4104,L568SH,SH,16,92.C6,XT0140:34,BOP PANEL,92.C5,,,,
AF0146:04,BOP PANEL,WC4105,TPD5632N,BLK,16,93.A6,XT0181:8,BOP PANEL,93.A5,,,,
AF0146:39,BOP PANEL,WC4105,TPD5632P,WHT,16,93.A6,XT0181:7,BOP PANEL,93.A5,,,,
IEG0140:,BOP PANEL,WC4105,TPD5632SH,SH,16,93.A6,XT0181:9,BOP PANEL,93.A5,,,,
AF0146:06,BOP PANEL,WC4106,TT1190A40N,BLK,16,93.A6,XT0181:11,BOP PANEL,93.B5,,,,
AF0146:41,BOP PANEL,WC4106,TT1190A40P,WHT,16,93.A6,XT0181:10,BOP PANEL,93.A5,,,,
IEG0140:,BOP PANEL,WC4106,TT1190A40SH,SH,16,93.B6,XT0181:12,BOP PANEL,93.B5,,,,
AF0146:08,BOP PANEL,WC4107,PT1190A43N,BLK,16,93.B6,XT0181:14,BOP PANEL,93.B5,,,,
AF0146:43,BOP PANEL,WC4107,PT1190A43P,WHT,16,93.B6,XT0181:13,BOP PANEL,93.B5,,,,
IEG0140:,BOP PANEL,WC4107,PT1190A43SH,SH,16,93.B6,XT0181:15,BOP PANEL,93.B5,,,,
AF0146:10,BOP PANEL,WC4108,PT4070A05N,BLK,16,93.C6,XT0181:17,BOP PANEL,93.C5,,,,
AF0146:45,BOP PANEL,WC4108,PT4070A05P,WHT,16,93.C6,XT0181:16,BOP PANEL,93.C5,,,,
IEG0140:,BOP PANEL,WC4108,PT4070A05SH,SH,16,93.C6,XT0181:18,BOP PANEL,93.C5,,,,
AF0146:12,BOP PANEL,WC4109,TT4070A10N,BLK,16,93.C6,XT0181:20,BOP PANEL,93.C5,,,,
AF0146:47,BOP PANEL,WC4109,TT4070A10P,WHT,16,93.C6,XT0181:19,BOP PANEL,93.C5,,,,
IEG0140:,BOP PANEL,WC4109,TT4070A10SH,SH,16,93.C6,XT0181:21,BOP PANEL,93.C5,,,,
AF0146:14,BOP PANEL,WC4110,PDT4070A16N,BLK,16,93.D6,XT0181:23,BOP PANEL,93.D5,,,,
AF0146:49,BOP PANEL,WC4110,PDT4070A16P,WHT,16,93.D6,XT0181:22,BOP PANEL,93.D5,,,,
IEG0140:,BOP PANEL,WC4110,PDT4070A16SH,SH,16,93.D6,XT0181:24,BOP PANEL,93.D5,,,,
AF0142:02,BOP PANEL,WC4111,T5631N,BLK,16,94.A7,XT0140:36,BOP PANEL,94.A5,,,,
AF0142:37,BOP PANEL,WC4111,T5631P,WHT,16,94.A7,XT0140:35,BOP PANEL,94.A5,,,,
IEG0140:,BOP PANEL,WC4111,T5631SH,SH,16,94.A6,XT0140:37,BOP PANEL,94.A5,,,,
AF0143:00,BOP PANEL,WC4112,L567P,WHT,16,94.C7,XT0140:42,BOP PANEL,94.C5,,,,
AF0143:01,BOP PANEL,WC4112,L567N,BLK,16,94.C7,XT0140:43,BOP PANEL,94.C5,,,,
IEG0140:,BOP PANEL,WC4112,L567SH,SH,16,94.C6,XT0140:44,BOP PANEL,94.C5,,,,
AF0142:10,BOP PANEL,WC4113,TPD5631N,BLK,16,95.A6,XT0181:26,BOP PANEL,95.A5,,,,
AF0142:45,BOP PANEL,WC4113,TPD5631P,WHT,16,95.A6,XT0181:25,BOP PANEL,95.A5,,,,
IEG0140:,BOP PANEL,WC4113,TPD5631SH,SH,16,95.A6,XT0181:27,BOP PANEL,95.A5,,,,
AF0142:12,BOP PANEL,WC4114,TT1200A40N,BLK,16,95.A6,XT0181:29,BOP PANEL,95.B5,,,,
AF0142:47,BOP PANEL,WC4114,TT1200A40P,WHT,16,95.A6,XT0181:28,BOP PANEL,95.A5,,,,
IEG0140:,BOP PANEL,WC4114,TT1200A40SH,SH,16,95.B6,XT0181:30,BOP PANEL,95.B5,,,,
AF0142:14,BOP PANEL,WC4115,PT1200A43,BLK,16,95.B6,XT0181:32,BOP PANEL,95.B5,,,,
AF0142:49,BOP PANEL,WC4115,PT1200A43P,WHT,16,95.B6,XT0181:31,BOP PANEL,95.B5,,,,
IEG0140:,BOP PANEL,WC4115,PT1200A43SH,SH,16,95.B6,XT0181:33,BOP PANEL,95.B5,,,,
AF0146:00,BOP PANEL,WC4116,PT4080A05N,BLK,16,95.C6,XT0181:35,BOP PANEL,95.C5,,,,
AF0146:35,BOP PANEL,WC4116,PT4080A05P,WHT,16,95.C6,XT0181:34,BOP PANEL,95.C5,,,,
IEG0140:,BOP PANEL,WC4116,PT4080A05SH,SH,16,95.C6,XT0181:36,BOP PANEL,95.C5,,,,
AF0146:02,BOP PANEL,WC4117,TT4080A10N,BLK,16,95.C6,XT0181:38,BOP PANEL,95.C5,,,,
AF0146:37,BOP PANEL,WC4117,TT4080A10P,WHT,16,95.C6,XT0181:37,BOP PANEL,95.C5,,,,
AF0142:00,BOP PANEL,WC4118,PDT1190A15N,BLK,16,98.C7,XT0140:66,BOP PANEL,98.C5,,,,
AF0142:35,BOP PANEL,WC4118,PDT1190A15P,WHT,16,98.C7,XT0140:65,BOP PANEL,98.C5,,,,
IEG0140:,BOP PANEL,WC4118,PDT1190A15SH,SH,16,98.C6,XT0140:67,BOP PANEL,98.C5,,,,
AF0142:04,BOP PANEL,WC4119,PDT1190A20N,BLK,16,98.C7,XT0140:69,BOP PANEL,98.D5,,,,
AF0142:39,BOP PANEL,WC4119,PDT1190A20P,WHT,16,98.C7,XT0140:68,BOP PANEL,98.C5,,,,
IEG0140:,BOP PANEL,WC4119,PDT1190A20SH,SH,16,98.D6,XT0140:70,BOP PANEL,98.D5,,,,
AF0145:08,BOP PANEL,WC4120,PDT1200A15N,BLK,16,99.C7,XT0140:78,BOP PANEL,99.C5,,,,
AF0145:43,BOP PANEL,WC4120,PDT1200A15P,WHT,16,99.C7,XT0140:77,BOP PANEL,99.C5,,,,
IEG0140:,BOP PANEL,WC4120,PDT1200A15SH,SH,16,99.C6,XT0140:79,BOP PANEL,99.C5,,,,
AF0145:10,BOP PANEL,WC4121,PT1200A20N,BLK,16,99.C7,XT0140:81,BOP PANEL,99.D5,,,,
AF0145:45,BOP PANEL,WC4121,PT1200A20P,WHT,16,99.C7,XT0140:80,BOP PANEL,99.C5,,,,
IEG0140:,BOP PANEL,WC4121,PT1200A20SH,SH,16,99.D6,XT0140:82,BOP PANEL,99.D5,,,,
AF0145:04,BOP PANEL,WC4122,PDT4080A16N,BLK,16,101.C7,XT0181:41,BOP PANEL,101.C5,,,,
AF0145:39,BOP PANEL,WC4122,PDT4080A16P,WHT,16,101.C7,XT0181:40,BOP PANEL,101.C5,,,,
IEG0140:,BOP PANEL,WC4122,PDT4080A16SH,SH,16,101.C6,XT0181:42,BOP PANEL,101.C5,,,,
AF0145:00,BOP PANEL,WC4123,TT1200A22N,BLK,16,106.A7,XT0181:54,BOP PANEL,106.A5,,,,
AF0145:35,BOP PANEL,WC4123,TT1200A22P,WHT,16,106.A7,XT0181:53,BOP PANEL,106.A5,,,,
IEG0140:,BOP PANEL,WC4123,TT1200A22SH,SH,16,106.A6,XT0181:55,BOP PANEL,106.A5,,,,
AF0145:02,BOP PANEL,WC4124,LT1200A01N,BLK,16,106.B7,XT0181:57,BOP PANEL,106.B5,,,,
AF0145:37,BOP PANEL,WC4124,LT1200A01P,WHT,16,106.B7,XT0181:56,BOP PANEL,106.B5,,,,
IEG0140:,BOP PANEL,WC4124,LT1200A01SH,SH,16,106.B6,XT0181:58,BOP PANEL,106.B5,,,,
AF0143:04,BOP PANEL,WC4125,LY1200A01P,WHT,16,106.B7,XT0181:59,BOP PANEL,106.B5,,,,
AF0143:05,BOP PANEL,WC4125,LY1200A01N,BLK,16,106.B7,XT0181:60,BOP PANEL,106.C5,,,,
AF0143:41,BOP PANEL,WC4125,LY1200A01SH,SH,16,106.B7,XT0181:61,BOP PANEL,106.C5,,,,
AF0184:00,BOP PANEL,WC4126,TT1190A22N,BLK,16,107.A7,XT0181:63,BOP PANEL,107.A5,,,,
AF0184:35,BOP PANEL,WC4126,TT1190A22P,WHT,16,107.A7,XT0181:62,BOP PANEL,107.A5,,,,
IEG0180:,BOP PANEL,WC4126,TT1190A22SH,SH,16,107.A6,XT0181:64,BOP PANEL,107.A5,,,,
AF0145:06,BOP PANEL,WC4127,LT1190A01N,BLK,16,107.B7,XT0181:66,BOP PANEL,107.B5,,,,
AF0145:41,BOP PANEL,WC4127,LT1190A01P,WHT,16,107.B7,XT0181:65,BOP PANEL,107.B5,,,,
IEG0140:,BOP PANEL,WC4127,LT1190A01SH,SH,16,107.B6,XT0181:67,BOP PANEL,107.B5,,,,
AF0183:08,BOP PANEL,WC4128,LY119A01P,WHT,16,107.B7,XT0181:68,BOP PANEL,107.B5,,,,
AF0183:09,BOP PANEL,WC4128,LY119A01N,BLK,16,107.B7,XT0181:69,BOP PANEL,107.C5,,,,
AF0183:43,BOP PANEL,WC4128,LY119A01SH,SH,16,107.B7,XT0181:70,BOP PANEL,107.C5,,,,
AF0182:04,BOP PANEL,WC4129,PDT4080A24N,BLK,16,108.A7,XT0181:72,BOP PANEL,108.A5,,,,
AF0182:39,BOP PANEL,WC4129,PDT4080A24P,WHT,16,108.A7,XT0181:71,BOP PANEL,108.A5,,,,
IEG0180:,BOP PANEL,WC4129,PDT4080A24SH,SH,16,108.A6,XT0181:73,BOP PANEL,108.A5,,,,
AF0182:06,BOP PANEL,WC4130,TT4080A26N,BLK,16,108.B7,XT0181:75,BOP PANEL,108.B5,,,,
AF0182:41,BOP PANEL,WC4130,TT4080A26P,WHT,16,108.B7,XT0181:74,BOP PANEL,108.B5,,,,
IEG0180:,BOP PANEL,WC4130,TT4080A26SH,SH,16,108.B6,XT0181:76,BOP PANEL,108.B5,,,,
AF0183:04,BOP PANEL,WC4131,TY4080A26P,WHT,16,108.B7,XT0181:77,BOP PANEL,108.B5,,,,
